rev_util,age,debt_ratio,monthly_inc,open_credit,late,inc_per_dep,relationship_status,dlq_2yrs
0.165397603,52.0,0.548890515,4100.0,12.0,none,1366.6666666666667,family,0
0.150359731,53.0,1.027506334,2762.0,10.0,none,2762.0,single,0
0.496878977,47.0,0.432925366,8333.0,11.0,none,8333.0,single,0
0.9999999,38.0,0.538213862,5900.0,4.0,low,1966.6666666666667,family,0
0.005206185,68.0,0.152622007,6597.0,10.0,none,6597.0,single,0
0.0,68.0,0.191634241,7195.0,10.0,low,3597.5,couple,0
0.436503735,53.0,0.157906029,4660.0,4.0,none,2330.0,couple,0
0.149155048,67.0,0.099983336,6000.0,6.0,medium,3000.0,couple,0
0.14873362,45.0,0.455097304,5600.0,10.0,none,5600.0,single,0
0.204348934,53.0,0.854930305,5810.0,10.0,none,2905.0,couple,0
0.176488969,57.0,0.50499898,4900.0,10.0,none,4900.0,single,0
0.048934442,60.0,0.007802975,4100.0,12.0,none,4100.0,single,0
0.005499725,63.0,0.000765892,3916.0,3.0,low,3916.0,single,0
0.070582284,40.0,0.457522357,7603.0,8.0,none,1267.1666666666667,extended_family,0
0.623738408,49.0,0.346589647,4500.0,8.0,none,2250.0,couple,0
0.447223733,45.0,0.653607103,9009.0,14.0,none,2252.25,2_kids,0
0.320776891,52.0,0.310669333,8500.0,7.0,none,8500.0,single,0
0.562878189,46.0,2.463629097,1250.0,14.0,none,1250.0,single,0
0.050093822,57.0,0.183267941,7900.0,8.0,none,7900.0,single,0
0.003448227,61.0,0.101094945,6666.0,6.0,none,6666.0,unknown,0
0.024121078,37.0,0.476080603,6500.0,9.0,none,2166.6666666666665,family,0
0.9999999,90.0,0.0,2226.0,6.0,none,1113.0,couple,0
0.0,59.0,0.421634698,5786.0,5.0,none,2893.0,couple,0
0.010154589,60.0,0.129119291,10377.0,5.0,none,10377.0,single,0
0.064440864,31.0,0.069269222,4200.0,5.0,none,1400.0,family,0
0.334895803,44.0,0.350540591,16000.0,8.0,none,5333.333333333333,family,0
0.708064633,66.0,0.684863524,2820.0,5.0,none,2820.0,single,0
1.032845412,43.0,0.433713257,5000.0,6.0,medium,1666.6666666666667,family,0
0.201423886,52.0,0.174117818,13800.0,4.0,none,13800.0,single,0
0.982201187,44.0,0.387122575,5000.0,4.0,none,1666.6666666666667,family,0
0.526588492,50.0,0.186512283,6390.0,7.0,low,2130.0,family,0
0.9999999,28.0,4.0,0.0,1.0,none,0.0,single,0
0.268514798,43.0,0.743851387,3821.0,7.0,none,3821.0,single,0
0.073865689,46.0,0.310514576,13000.0,11.0,none,4333.333333333333,family,0
0.10995451,59.0,0.395382817,6843.0,6.0,low,6843.0,single,0
0.020787331,64.0,0.309587574,5600.0,18.0,none,2800.0,couple,0
0.03479913,62.0,0.353164684,10000.0,9.0,none,10000.0,single,0
0.028100377,53.0,0.419081512,5900.0,16.0,none,5900.0,single,0
0.269559762,49.0,0.308372642,6783.0,16.0,none,2261.0,family,0
0.000364365,58.0,0.032305704,5416.0,6.0,none,5416.0,single,0
0.419674858,59.0,0.215788624,18582.0,10.0,none,18582.0,single,0
0.0,45.0,0.365016502,7574.0,10.0,none,3787.0,couple,0
0.231104335,47.0,0.151308115,6000.0,10.0,none,6000.0,unknown,0
0.601642157,52.0,0.968007998,4000.0,6.0,none,1333.3333333333333,family,0
0.026041999,60.0,0.186162767,5000.0,8.0,low,5000.0,single,0
0.885662637,49.0,0.115661207,5005.0,5.0,severe,5005.0,single,0
0.0,46.0,0.709423206,5963.0,4.0,none,1987.6666666666667,family,0
0.252015977,46.0,0.309625821,3500.0,14.0,medium,3500.0,single,0
0.479318146,50.0,0.416492097,5250.0,10.0,none,1750.0,family,0
0.053717518,67.0,0.148148148,3185.0,12.0,none,3185.0,single,0
0.023779526,62.0,0.342353424,7316.0,13.0,none,3658.0,couple,0
0.027093532,74.0,36.0,0.0,9.0,none,0.0,couple,0
0.01292433,60.0,0.004714395,9120.0,11.0,none,4560.0,couple,0
0.013802821,79.0,0.023554604,1400.0,11.0,none,1400.0,single,0
0.0,32.0,0.204212781,2800.0,9.0,low,2800.0,single,0
1.050585401,49.0,0.7482892,3360.0,13.0,low,3360.0,single,0
0.9999999,39.0,0.339714647,5536.0,4.0,none,5536.0,single,0
0.041728031,43.0,0.379112418,50000.0,15.0,low,12500.0,2_kids,0
0.195745763,54.0,0.30931543,8340.0,14.0,none,8340.0,single,0
0.521177869,56.0,0.476634252,7403.0,12.0,none,2467.6666666666665,family,0
0.158537003,48.0,0.095129202,4372.0,7.0,none,4372.0,single,0
0.014558828,68.0,0.184004998,3200.0,4.0,none,1600.0,couple,0
0.013129472,73.0,0.34644226,6000.0,16.0,none,6000.0,single,0
0.023747991,65.0,0.370902078,4666.0,6.0,none,4666.0,single,0
0.243517099,50.0,0.515374621,6926.0,7.0,none,6926.0,single,0
0.037233656,52.0,0.539812218,8200.0,9.0,low,2733.3333333333335,family,0
0.09886447,60.0,0.196474599,12026.0,3.0,none,6013.0,couple,0
0.160662395,57.0,0.048494398,5711.0,23.0,none,5711.0,single,0
0.009459624,64.0,0.268178546,8333.0,8.0,none,4166.5,couple,0
0.08878877,31.0,0.506311711,8000.0,15.0,none,4000.0,couple,0
0.430440471,68.0,0.376014991,1600.0,20.0,none,1600.0,single,0
1.053259962,36.0,0.420687261,2880.0,7.0,none,2880.0,single,0
0.9999999,42.0,0.217236784,2250.0,1.0,none,750.0,family,0
0.078189826,53.0,0.092305655,7550.0,7.0,none,2516.6666666666665,family,0
0.02408065,44.0,0.137143381,10900.0,6.0,none,5450.0,couple,0
0.002666489,45.0,0.155985144,10500.0,5.0,none,3500.0,family,0
0.899164887,67.0,0.35400873,13058.0,7.0,low,13058.0,single,0
0.980983928,58.0,0.176192952,25000.0,14.0,none,8333.333333333334,family,0
0.201988118,49.0,0.456852792,6500.0,5.0,none,3250.0,couple,0
0.23987476,52.0,0.55381413,8166.0,13.0,none,8166.0,single,0
0.311474044,56.0,0.719363199,2700.0,9.0,none,2700.0,single,0
0.301933071,49.0,0.235350412,13583.0,11.0,none,6791.5,couple,0
0.9999999,42.0,0.0,3333.0,1.0,low,1111.0,family,0
0.133081267,50.0,0.335904027,3500.0,9.0,none,3500.0,single,0
0.282494112,54.0,0.405708282,5710.0,20.0,low,5710.0,single,0
0.280510888,54.0,0.260894925,12000.0,21.0,none,4000.0,family,0
0.508982036,55.0,0.089597243,4642.0,3.0,none,4642.0,single,0
0.195789705,49.0,0.296478745,5480.0,6.0,none,2740.0,couple,0
0.024478317,55.0,0.157812194,5100.0,4.0,none,5100.0,single,0
0.071308043,29.0,0.311768851,7094.0,8.0,none,7094.0,single,0
0.00119996,74.0,0.765778126,5101.0,9.0,none,5101.0,single,0
0.9999999,48.0,0.050987253,4000.0,2.0,low,4000.0,unknown,0
0.221824687,48.0,0.411703857,6766.0,4.0,severe,6766.0,single,0
0.07973181,58.0,2.04131956,3000.0,16.0,none,1500.0,couple,0
0.448114111,57.0,0.325932183,8286.0,15.0,none,4143.0,couple,0
0.044837241,87.0,0.219414265,4233.0,6.0,none,4233.0,single,0
0.140036594,45.0,0.028564206,3955.0,7.0,medium,1977.5,couple,0
0.010443063,58.0,0.07710535,21100.0,11.0,none,21100.0,single,0
0.003229055,52.0,0.597131682,2300.0,14.0,none,2300.0,single,0
0.569571738,37.0,0.27366216,5250.0,4.0,none,1750.0,family,0
0.0,27.0,0.0,4500.0,5.0,none,4500.0,single,0
0.078320054,37.0,0.40918494,7250.0,11.0,none,7250.0,single,0
0.964054492,58.0,0.666364871,4417.0,10.0,none,4417.0,single,0
0.032663556,50.0,0.402290493,5500.0,5.0,none,2750.0,couple,0
0.033715694,48.0,0.324168958,4000.0,12.0,none,2000.0,couple,0
0.57088425,61.0,0.489952375,8608.0,31.0,none,4304.0,couple,0
0.021985028,59.0,35.0,0.0,2.0,none,0.0,single,0
0.019921544,29.0,0.217223358,4400.0,7.0,none,1100.0,2_kids,0
0.100995792,63.0,0.281506014,5736.0,5.0,none,5736.0,single,0
0.611610043,57.0,0.436772983,15989.0,12.0,none,5329.666666666667,family,0
0.866491835,60.0,0.597638862,5166.0,10.0,none,5166.0,single,0
0.165524871,32.0,0.607826335,3500.0,11.0,none,3500.0,single,0
0.01804768,32.0,0.056100982,4990.0,8.0,low,1247.5,2_kids,0
0.169998852,53.0,0.213267544,7295.0,13.0,none,7295.0,single,0
0.192634561,33.0,0.304173957,4000.0,3.0,none,4000.0,single,0
0.274646862,37.0,0.922651934,2533.0,10.0,none,633.25,2_kids,0
0.329332526,53.0,0.128487151,10000.0,7.0,none,1666.6666666666667,extended_family,0
0.101422958,56.0,0.439550082,15913.0,17.0,none,3978.25,2_kids,0
0.02222509,68.0,0.264712565,4400.0,6.0,none,4400.0,single,0
0.011923851,86.0,0.005258545,2281.0,4.0,none,2281.0,unknown,0
0.185032169,56.0,0.467704114,9381.0,12.0,medium,9381.0,unknown,0
0.107166972,39.0,0.988032909,2673.0,8.0,none,2673.0,unknown,0
0.0,56.0,1476.5,1.0,6.0,none,1.0,single,0
0.175839229,65.0,0.323795459,10833.0,20.0,none,10833.0,single,0
0.002229654,65.0,0.006973644,9750.0,4.0,none,9750.0,single,0
0.787179752,33.0,0.610308765,4015.0,8.0,low,2007.5,couple,0
0.026924844,68.0,0.485634198,1426.0,9.0,none,1426.0,single,0
0.509228135,40.0,0.255613034,18750.0,8.0,none,4687.5,2_kids,0
0.646829097,56.0,1.143644506,2902.0,11.0,none,2902.0,single,0
0.015415765,60.0,0.001817851,5500.0,4.0,none,5500.0,single,0
0.0,54.0,0.156987424,7076.0,5.0,none,7076.0,single,0
0.002713784,87.0,0.086652225,6000.0,11.0,none,6000.0,single,0
0.036725647,62.0,0.884984573,5833.0,12.0,none,5833.0,single,0
0.125449984,50.0,0.306241965,7000.0,6.0,none,2333.3333333333335,family,0
0.638806011,55.0,3.959013662,3000.0,12.0,low,3000.0,single,0
0.487717925,49.0,1.889194297,11641.0,9.0,low,3880.3333333333335,family,0
0.9999999,68.0,0.012001549,2582.0,0.0,none,2582.0,unknown,0
0.164962002,57.0,0.206499294,9200.0,11.0,medium,3066.6666666666665,family,0
0.138739907,61.0,0.601349831,4444.0,10.0,none,4444.0,unknown,0
0.569475617,46.0,0.379476216,7483.0,5.0,medium,2494.3333333333335,family,0
0.46116585,47.0,0.418572678,8000.0,8.0,none,2000.0,2_kids,0
0.876992271,39.0,0.228391722,14785.0,8.0,none,14785.0,unknown,0
0.830114663,64.0,0.415431691,16666.0,27.0,none,16666.0,unknown,0
0.119784842,30.0,0.090316574,5369.0,2.0,none,2684.5,couple,0
0.547909003,51.0,0.393542074,5109.0,6.0,none,2554.5,couple,0
0.9999999,32.0,0.570649705,2200.0,5.0,none,1100.0,couple,0
0.085767226,66.0,0.29936538,13708.0,20.0,none,4569.333333333333,family,0
0.005823187,55.0,0.000342818,5833.0,3.0,none,2916.5,couple,0
0.015103245,46.0,0.231523231,5100.0,10.0,none,1700.0,family,0
0.019592163,24.0,0.601616628,865.0,3.0,none,865.0,single,0
0.015346231,65.0,0.006079027,3618.0,12.0,none,3618.0,single,0
0.076100405,63.0,0.457631649,3740.0,9.0,none,1870.0,couple,0
0.825470412,64.0,0.37274835,5606.0,10.0,none,5606.0,single,0
0.326997203,58.0,0.35588843,7743.0,19.0,none,7743.0,single,0
0.944407412,31.0,0.43171047,2320.0,6.0,none,1160.0,couple,0
0.155525949,42.0,0.892586773,7000.0,13.0,none,1750.0,2_kids,0
0.039843121,74.0,0.167460738,5666.0,3.0,none,5666.0,single,0
0.004521057,44.0,0.348443126,4720.0,11.0,none,4720.0,single,0
0.235485554,37.0,0.403412878,7500.0,20.0,none,3750.0,couple,0
0.015997936,82.0,0.130454968,2153.0,4.0,none,2153.0,unknown,0
0.0159996,78.0,0.004760771,4200.0,4.0,none,4200.0,single,0
0.527829779,53.0,0.492343193,4766.0,15.0,none,1588.6666666666667,family,0
0.0643403,72.0,0.383764413,6417.0,9.0,none,6417.0,unknown,0
0.536443994,56.0,0.678665167,5333.0,19.0,low,5333.0,single,0
0.9999999,29.0,0.0,1167.0,1.0,none,583.5,couple,0
0.008434416,46.0,0.388048956,4166.0,5.0,none,1041.5,2_kids,0
0.576143046,46.0,0.218761362,8250.0,7.0,medium,8250.0,unknown,0
0.01408216,33.0,0.469469738,3733.0,7.0,none,1866.5,couple,0
0.011881082,64.0,0.390145204,4200.0,3.0,none,4200.0,single,0
0.529855437,44.0,0.096546152,9901.0,5.0,none,1237.625,extended_family,0
0.007558656,62.0,0.349191784,14166.0,12.0,none,14166.0,single,0
0.0,51.0,0.0,32670.0,2.0,medium,32670.0,unknown,0
0.807154472,71.0,2.504075504,2330.0,7.0,none,2330.0,single,0
0.464535465,27.0,0.088101726,1100.0,3.0,none,1100.0,single,0
0.683158421,68.0,0.028551035,1400.0,3.0,none,1400.0,single,0
0.138981791,48.0,0.364148714,11000.0,7.0,none,3666.6666666666665,family,0
0.155774038,37.0,0.099210198,7216.0,12.0,severe,3608.0,couple,0
0.659980898,58.0,0.567608098,4000.0,11.0,none,1333.3333333333333,family,0
0.015589578,60.0,0.374270955,6000.0,5.0,none,3000.0,couple,0
0.999862939,59.0,0.570810691,9016.0,8.0,medium,4508.0,couple,0
0.0,25.0,0.114516129,3099.0,2.0,low,3099.0,single,0
0.02331308,79.0,0.032193561,5000.0,18.0,none,5000.0,single,0
0.092778089,55.0,0.936687771,3000.0,11.0,none,3000.0,single,0
0.0,54.0,0.231256742,7415.0,6.0,none,7415.0,single,0
0.07012678,45.0,0.374290057,12500.0,13.0,none,4166.666666666667,family,0
0.000111099,27.0,0.121930804,3583.0,6.0,none,3583.0,single,0
0.075510353,54.0,0.405439378,8750.0,12.0,none,2916.6666666666665,family,0
0.113400284,31.0,0.254913728,6664.0,9.0,none,6664.0,unknown,0
0.189767183,45.0,0.527169949,10967.0,22.0,none,10967.0,single,0
0.297753873,28.0,0.20199552,4910.0,5.0,none,4910.0,single,0
0.029833337,62.0,0.184004323,3700.0,9.0,none,3700.0,single,0
0.207036215,43.0,0.599680064,5000.0,7.0,low,5000.0,single,0
0.9999999,41.0,0.121334409,3716.0,1.0,none,1858.0,couple,0
0.022443186,77.0,0.011563216,9166.0,13.0,none,4583.0,couple,0
0.206303173,70.0,0.373342175,1507.0,14.0,none,1507.0,single,0
0.278452233,36.0,0.892906815,2875.0,8.0,none,2875.0,unknown,0
0.105121485,64.0,0.836802664,1200.0,6.0,none,1200.0,single,0
0.729847396,38.0,0.151903018,32500.0,25.0,low,16250.0,couple,0
0.167501854,38.0,0.476278383,5416.0,12.0,none,1805.3333333333333,family,0
0.915839092,58.0,0.436897364,4666.0,10.0,low,4666.0,single,0
0.066553957,61.0,0.207773161,4090.0,9.0,none,2045.0,couple,0
0.162761637,25.0,0.136911281,1825.0,3.0,none,1825.0,single,0
0.056861089,60.0,0.544810035,5500.0,11.0,none,5500.0,unknown,0
0.602189687,53.0,0.628628344,3513.0,7.0,low,1171.0,family,0
0.004949753,47.0,0.275516403,3291.0,8.0,none,3291.0,unknown,0
0.02369921,63.0,0.005725191,3667.0,3.0,none,3667.0,unknown,0
0.406427995,52.0,2.286285486,2500.0,12.0,none,833.3333333333334,family,0
0.577474175,22.0,0.062365591,929.0,4.0,none,929.0,single,0
0.1246441,39.0,0.010427082,7000.0,4.0,medium,7000.0,single,0
0.567767146,39.0,0.344203761,4200.0,7.0,medium,1050.0,2_kids,0
0.869046575,61.0,0.639402281,2542.0,8.0,none,2542.0,single,0
0.219130911,56.0,0.388051764,5640.0,11.0,low,5640.0,single,0
0.09386574,51.0,155.375,15.0,11.0,none,15.0,single,0
0.517804693,34.0,0.154316187,9000.0,9.0,none,4500.0,couple,0
0.9999999,80.0,0.40769779,4208.0,6.0,none,4208.0,single,0
0.067918421,52.0,0.155873283,10700.0,13.0,none,5350.0,couple,0
0.043191362,29.0,0.069968196,2200.0,5.0,none,2200.0,single,0
0.675362155,37.0,0.258064516,8059.0,5.0,none,2014.75,2_kids,0
0.091680994,58.0,0.150707692,16249.0,11.0,none,16249.0,single,0
0.006727162,66.0,0.368231047,3600.0,9.0,none,3600.0,unknown,0
0.019578524,28.0,0.423192269,3000.0,4.0,none,1500.0,couple,0
0.274576858,39.0,0.161973127,5432.0,6.0,none,1810.6666666666667,family,0
0.055615575,35.0,0.097317114,6000.0,9.0,none,3000.0,couple,0
0.004559166,67.0,0.052745665,11071.0,7.0,low,11071.0,single,0
0.331078785,82.0,0.70272042,3050.0,12.0,none,3050.0,single,0
0.163446698,65.0,0.753213368,3500.0,13.0,none,3500.0,unknown,0
0.472029104,57.0,0.297081168,2500.0,8.0,none,2500.0,single,0
0.212262579,36.0,0.532733369,5666.0,8.0,none,1888.6666666666667,family,0
0.099132456,69.0,163.5,1.0,8.0,none,1.0,single,0
0.003813965,38.0,3.771324864,550.0,11.0,none,550.0,single,0
0.858190302,35.0,0.140464884,4000.0,7.0,none,1333.3333333333333,family,0
0.890261494,52.0,0.506447453,15509.0,9.0,none,15509.0,single,0
0.245309661,80.0,0.101539942,6233.0,8.0,none,6233.0,single,0
0.863713275,30.0,1.33735303,3316.0,14.0,none,3316.0,unknown,0
0.808226582,45.0,0.96507498,5067.0,5.0,none,2533.5,couple,0
0.159561348,48.0,0.040845473,3500.0,2.0,none,3500.0,single,0
0.0,64.0,0.862123613,630.0,9.0,none,630.0,single,0
0.0,40.0,0.313968603,10000.0,10.0,severe,3333.3333333333335,family,0
0.0,49.0,0.465512685,7567.0,9.0,none,3783.5,couple,0
0.01835474,68.0,0.322326374,4693.0,8.0,none,4693.0,single,0
0.005748274,35.0,0.446221511,2500.0,15.0,none,625.0,2_kids,0
0.106854794,44.0,0.249791701,6000.0,11.0,low,1200.0,extended_family,0
0.608737626,56.0,1.030262091,3700.0,17.0,none,1850.0,couple,0
0.42017437,40.0,0.62129451,5700.0,9.0,low,1900.0,family,0
0.487614164,69.0,0.395653405,14125.0,16.0,none,7062.5,couple,0
0.009399373,60.0,0.098390161,10000.0,2.0,none,5000.0,couple,0
0.826507376,64.0,0.343409915,7442.0,8.0,none,7442.0,single,0
0.013563189,30.0,0.005175601,5409.0,8.0,none,5409.0,single,0
0.005141899,63.0,0.277863777,3875.0,7.0,none,3875.0,single,0
0.038177208,82.0,0.101323966,3700.0,3.0,none,3700.0,single,0
0.604977426,58.0,0.493350665,10000.0,15.0,none,10000.0,single,0
0.0,58.0,0.018947864,16993.0,5.0,none,16993.0,single,0
0.96312375,45.0,1.83277522,14333.0,9.0,none,14333.0,single,0
0.038696083,61.0,0.348932085,4166.0,15.0,low,4166.0,single,0
0.0,34.0,0.350481955,8921.0,5.0,none,8921.0,single,0
0.003555358,70.0,0.18566124,3500.0,13.0,none,1750.0,couple,0
0.046260499,54.0,0.263211189,15800.0,4.0,none,5266.666666666667,family,0
0.687243759,46.0,0.428078747,6958.0,4.0,low,1739.5,2_kids,0
0.062053875,68.0,0.716790027,7700.0,13.0,none,7700.0,single,0
0.031601773,62.0,1.31564916,3750.0,8.0,none,3750.0,single,0
0.053353566,45.0,0.159034715,10110.0,11.0,none,2527.5,2_kids,0
0.995215105,49.0,0.978013647,3956.0,7.0,none,1318.6666666666667,family,0
0.964711072,24.0,0.184915947,2200.0,6.0,none,1100.0,couple,0
0.140357218,56.0,0.286235724,8492.0,7.0,none,2830.6666666666665,family,0
0.036509675,60.0,0.431989366,2256.0,8.0,none,2256.0,single,0
0.0,69.0,0.434260957,6000.0,9.0,none,6000.0,single,0
0.009395271,77.0,0.033311126,1500.0,12.0,none,1500.0,single,0
0.020651725,44.0,0.294870513,10000.0,7.0,none,5000.0,couple,0
0.128169738,46.0,0.27369684,7500.0,9.0,none,3750.0,couple,0
0.746809447,47.0,0.357940343,6000.0,9.0,none,3000.0,couple,0
0.946795647,43.0,0.154379416,7500.0,5.0,none,7500.0,single,0
0.036336749,49.0,0.291374236,4416.0,6.0,none,4416.0,single,0
0.06637935,37.0,0.189364462,3083.0,5.0,none,3083.0,single,0
0.012487441,69.0,0.402973293,7600.0,6.0,none,3800.0,couple,0
0.165073989,45.0,0.170184403,4500.0,7.0,none,4500.0,single,0
0.029406119,62.0,0.246739697,3833.0,10.0,low,3833.0,unknown,0
0.144782191,57.0,0.377373171,6425.0,16.0,none,1070.8333333333333,extended_family,0
0.791520848,49.0,0.829931973,1910.0,6.0,severe,1910.0,single,0
0.82983683,28.0,0.220527717,4130.0,7.0,none,4130.0,single,0
0.319254982,58.0,0.283449453,14065.0,31.0,none,14065.0,single,0
0.0,70.0,0.03701444,4916.0,12.0,none,4916.0,unknown,0
0.575684863,64.0,0.846893017,1560.0,5.0,none,780.0,couple,0
0.596099741,65.0,0.459672044,7500.0,13.0,none,7500.0,single,0
0.684319482,47.0,0.486089054,17000.0,18.0,none,8500.0,couple,0
0.58931369,59.0,0.43381295,8339.0,9.0,none,8339.0,single,0
0.133266112,53.0,0.192792502,6187.0,6.0,none,6187.0,unknown,0
0.16704502,88.0,1.193859336,2800.0,12.0,none,2800.0,single,0
0.205265777,46.0,0.326764228,15374.0,28.0,none,15374.0,single,0
0.277827606,81.0,0.508862018,6036.0,30.0,none,6036.0,single,0
0.0,31.0,0.500506757,5919.0,8.0,none,5919.0,unknown,0
0.242152064,33.0,0.306319344,12437.0,11.0,none,6218.5,couple,0
0.131726547,48.0,0.338517942,9000.0,5.0,none,1800.0,extended_family,0
0.003870279,49.0,0.002015316,2480.0,5.0,none,2480.0,single,0
0.056842052,53.0,0.245716952,15000.0,14.0,low,15000.0,single,0
0.20164939,59.0,0.469921105,4055.0,6.0,none,4055.0,single,0
0.041457937,46.0,0.170250896,12833.0,8.0,medium,4277.666666666667,family,0
0.829496302,48.0,0.624791736,3000.0,5.0,none,3000.0,single,0
0.03656113,82.0,0.044039735,3019.0,21.0,none,3019.0,single,0
0.066461413,48.0,0.206128134,4666.0,4.0,none,2333.0,couple,0
0.025565437,75.0,0.003801097,16047.0,12.0,none,16047.0,single,0
1.061587682,39.0,0.278330569,7235.0,6.0,low,3617.5,couple,0
0.001714122,43.0,0.439272477,11600.0,7.0,low,3866.6666666666665,family,0
0.24495896,51.0,0.306576797,19583.0,32.0,none,2797.5714285714284,extended_family,0
0.0,85.0,0.095791676,4300.0,11.0,low,4300.0,unknown,0
0.235418586,57.0,0.626126126,2885.0,7.0,none,1442.5,couple,0
0.65553652,30.0,0.365454811,6848.0,5.0,none,2282.6666666666665,family,0
0.00694116,64.0,0.093396475,3800.0,6.0,none,3800.0,single,0
0.197750148,30.0,0.031799042,6886.0,7.0,none,6886.0,single,0
0.019896604,69.0,0.540496408,3061.0,13.0,none,1530.5,couple,0
0.418740607,43.0,0.600093327,15000.0,15.0,low,7500.0,couple,0
0.203989264,37.0,0.599910461,6700.0,6.0,low,2233.3333333333335,family,0
0.0,59.0,0.523492169,3000.0,8.0,none,1500.0,couple,0
0.02910541,39.0,0.449355898,3958.0,4.0,none,1319.3333333333333,family,0
0.45508982,23.0,0.04636291,1250.0,3.0,none,1250.0,single,0
0.008037008,70.0,0.272202999,2600.0,6.0,none,2600.0,single,0
0.270500713,46.0,0.421957804,10000.0,11.0,none,10000.0,single,0
0.073528431,45.0,0.203493326,7041.0,3.0,none,1760.25,2_kids,0
0.576329627,43.0,0.158526135,3500.0,3.0,none,1750.0,couple,0
0.007749806,60.0,0.220213749,7578.0,8.0,none,7578.0,single,0
0.009484406,45.0,0.207099113,8000.0,13.0,none,1600.0,extended_family,0
0.180748015,55.0,839.0,0.0,17.0,none,0.0,unknown,0
0.0,63.0,0.243438762,5943.0,7.0,none,2971.5,couple,0
0.119094045,46.0,0.177721702,2773.0,3.0,none,2773.0,single,0
0.232280645,67.0,0.581693221,3200.0,13.0,none,3200.0,single,0
0.631902946,53.0,0.163952628,5403.0,8.0,none,1350.75,2_kids,0
0.087714708,48.0,0.190907671,6400.0,11.0,none,3200.0,couple,0
0.015661446,31.0,0.184245824,8200.0,9.0,none,8200.0,single,0
0.0276233,55.0,0.244062046,8251.0,11.0,none,2750.3333333333335,family,0
0.59464782,38.0,0.747917823,1800.0,9.0,none,600.0,family,0
0.31361716,41.0,0.501231706,6900.0,13.0,low,2300.0,family,0
0.47923069,67.0,0.482251775,10000.0,18.0,none,10000.0,single,0
0.51112543,68.0,0.52358441,9518.0,23.0,none,9518.0,single,0
0.093332195,33.0,162.0,1.0,7.0,none,1.0,single,0
0.61872133,56.0,0.386169548,4800.0,10.0,none,1200.0,2_kids,0
0.0,45.0,1.151927438,3968.0,7.0,severe,1322.6666666666667,family,0
0.106871071,59.0,0.146988241,8333.0,6.0,none,8333.0,unknown,0
0.9999999,80.0,0.51497006,500.0,0.0,severe,500.0,single,0
0.271996769,40.0,0.84376157,2700.0,17.0,none,2700.0,single,0
0.336974871,61.0,0.658894071,1500.0,15.0,none,1500.0,single,0
0.199963643,33.0,0.185583899,4272.0,4.0,none,4272.0,single,0
0.043781417,29.0,0.011036468,2083.0,8.0,none,2083.0,single,0
0.0,49.0,0.185226847,5333.0,12.0,none,1777.6666666666667,family,0
0.244358031,55.0,0.034988337,3000.0,5.0,none,3000.0,single,0
0.289410777,72.0,0.436123348,5674.0,13.0,none,5674.0,single,0
0.204052056,35.0,0.352851453,11800.0,4.0,none,11800.0,single,0
0.067248799,64.0,0.210924165,4100.0,6.0,none,2050.0,couple,0
0.058463572,54.0,0.225167411,3583.0,5.0,none,3583.0,single,0
0.056079492,46.0,0.184234816,5416.0,8.0,none,5416.0,single,0
0.006317191,72.0,0.151348651,2001.0,8.0,none,1000.5,couple,0
0.236531491,37.0,0.545648254,6100.0,10.0,severe,6100.0,single,0
0.01279488,65.0,0.324656393,4801.0,14.0,none,4801.0,single,0
0.00626949,58.0,0.001038422,26000.0,9.0,none,26000.0,single,0
0.034556532,49.0,0.285168121,10200.0,5.0,none,3400.0,family,0
0.334440824,62.0,0.049792531,8916.0,5.0,none,4458.0,couple,0
0.05537669,67.0,0.021191523,2500.0,3.0,none,2500.0,single,0
0.463538921,43.0,0.531346865,10000.0,12.0,none,3333.3333333333335,family,0
0.212335483,75.0,0.514217861,16000.0,19.0,none,16000.0,single,0
0.023177447,55.0,0.052189562,5000.0,5.0,none,1666.6666666666667,family,0
0.029630238,63.0,0.679632037,10000.0,13.0,none,10000.0,single,0
0.923977735,54.0,0.894953346,9966.0,10.0,none,9966.0,single,0
0.9999999,47.0,0.0,1104.0,1.0,none,1104.0,single,0
0.996646546,33.0,0.097980404,5000.0,3.0,none,2500.0,couple,0
0.326900476,73.0,0.504890679,3475.0,6.0,none,3475.0,single,0
0.286670256,39.0,0.488145049,3584.0,9.0,none,896.0,2_kids,0
0.0,65.0,0.0,2166.0,2.0,none,2166.0,single,0
0.04570923,74.0,0.018897638,2539.0,10.0,low,2539.0,single,0
0.169241956,26.0,0.005623828,4800.0,5.0,none,4800.0,unknown,0
0.081523138,55.0,4.094311377,667.0,8.0,none,667.0,single,0
0.02729656,64.0,0.004142265,7000.0,6.0,none,7000.0,single,0
0.0,56.0,0.12208892,4250.0,3.0,none,1416.6666666666667,family,0
0.850037491,41.0,0.229293994,4744.0,7.0,none,4744.0,single,0
0.271115259,68.0,0.015918958,7600.0,4.0,low,7600.0,single,0
0.056956282,62.0,0.311984401,6666.0,8.0,none,6666.0,unknown,0
0.527959621,58.0,0.374182542,10550.0,5.0,none,10550.0,single,0
0.349041755,26.0,0.159730034,8000.0,6.0,none,8000.0,single,0
0.103549412,42.0,0.474276962,11098.0,20.0,none,5549.0,couple,0
0.238995729,48.0,0.385138117,11330.0,18.0,none,3776.6666666666665,family,0
0.364963504,62.0,0.407844143,3900.0,6.0,none,1950.0,couple,0
